"sequence_number","delta","gyro_x","gyro_y","gyro_z","accel_x","accel_y","accel_z","control_x","control_speed"
"2419","0.113725","0","0.00164795","-0.081604","0.090332","0.0515747","-0.932861","0.992188","1"
"2420","0.09009","0.000244141","0.00299072","-0.0966187","0.0802612","0.00952148","-0.901367","0.992188","1"
"2421","0.113532","-0.00177002","0.00427246","-0.098938","0.0309448","0.0491943","-0.926147","0.992188","1"
"2422","0.072694","-0.00158691","0.00244141","-0.0960693","0.015564","0.102173","-0.953064","0.992188","1"
"2423","0.069642","-0.000366211","0.000366211","-0.092041","0.0161133","0.0536499","-0.996155","0.992188","1"
"2424","0.09651","0.000793457","0.000183105","-0.0897827","-0.0271606","0.057251","-0.962158","0.992188","1"
"2425","0.075228","0.000915527","6.10352e-05","-0.0855713","-0.0370483","0.0672607","-1.01581","0.992188","1"
"2426","0.08379","0.00305176","-0.00366211","-0.0805664","-0.0144653","0.09729","-1.01318","0.992188","1"
"2427","0.096","0.00421143","-0.000976562","-0.0785522","-0.0223999","0.0664062","-0.964417","0.992188","1"
"2428","0.100312","0.000488281","0.0022583","-0.0782471","-0.0576172","0.132568","-0.916809","0.992188","1"
"2429","0.109712","0.000244141","0.00213623","-0.0744019","-0.0221558","0.0802002","-0.942749","0.992188","1"
"2430","0.074989","0.00012207","0.000976562","-0.0687866","-0.0065918","0.0969238","-0.900818","0.992188","1"
"2431","0.089967","-0.000488281","0.00421143","-0.0662842","-0.012085","0.0705566","-0.971497","0.992188","1"
"2432","0.08108","-0.00189209","0.00421143","-0.0625","-0.0045166","0.0717163","-1.00818","0.992188","1"
"2433","0.076439","-0.00292969","0.00354004","-0.0588379","0.00622559","0.0258179","-1.05438","0.992188","1"
"2434","0.106419","-0.00250244","0.003479","-0.0546265","-0.00366211","0.0552979","-1.06415","0.992188","1"
"2435","0.081066","-0.00256348","0.00384521","-0.0557251","0.00195312","-0.00927734","-1.01477","0.992188","1"
"2436","0.084041","-0.00274658","0.00305176","-0.0531006","0.0145264","-0.00830078","-0.936096","0.992188","1"
"2437","0.111253","-0.000732422","0.00146484","-0.0541992","-0.00512695","0.0198364","-0.888062","0.992188","1"
"2438","0.074539","0.00177002","0.000366211","-0.0568848","-0.022644","0.0730591","-0.84137","0.992188","1"
"2439","0.077743","0.00128174","0.00189209","-0.0632935","-0.00146484","0.0643311","-0.9104","0.992188","1"
"2440","0.082477","0.00256348","0.00140381","-0.0654297","0.0100708","0.118469","-1.05029","0.992188","1"
"2441","0.094991","0.00396729","0.00250244","-0.0752563","-0.020813","0.103516","-0.990479","0.992188","1"
"2442","0.098996","0.0043335","0.00372314","-0.085022","-0.0222778","0.097229","-1.0575","0","1"
"2443","0.106238","0.00439453","0.00219727","-0.0741577","-0.0514526","0.0983887","-1.09766","0","1"
"2444","0.073233","0.00268555","0","-0.0595703","-0.0825806","0.115112","-1.03955","0","1"
"2445","0.102829","0.00158691","0.000976562","-0.0479126","-0.0994873","0.15094","-0.998108","0","1"
"2446","0.083696","0.000427246","-0.00201416","-0.0299072","-0.0769043","0.152039","-1.086","0","1"
"2447","0.081257","-0.00469971","-0.0043335","-0.00958252","-0.105408","0.112671","-1.11462","0","1"
"2448","0.083613","-0.00762939","-0.00268555","-0.00897217","-0.0637207","0.0540771","-1.0954","0","1"
"2449","0.114048","-0.00457764","-0.00360107","-0.0101318","-0.0661011","-0.0581055","-1.15991","0","1"
"2450","0.074835","-0.00494385","-0.00445557","-0.0106201","-0.0493164","-0.11969","-1.11334","0","1"
"2451","0.081496","-0.0045166","0","-0.0120239","-0.041687","-0.107483","-1.11188","0","1"
"2452","0.080998","0.000305176","0.00311279","-0.0146484","-0.0458984","-0.0958862","-1.0849","0","1"
"2453","0.076231","0.00280762","0.00177002","-0.0149536","-0.03125","-0.0532227","-1.03796","0","1"
"2454","0.082772","0.00268555","0.00189209","-0.0162354","-0.0535278","0.0210571","-0.964783","0","1"
"2455","0.083495","0.00537109","-0.00140381","-0.0165405","-0.0599976","0.0737915","-0.883911","0.996094","1"
"2456","0.09612","0.00531006","-0.00219727","-0.0372314","0.0200806","0.0940552","-0.914856","0.990234","1"
"2457","0.104907","0.00469971","-0.00311279","-0.0580444","0.0942383","0.109436","-0.867188","0.990234","1"
"2458","0.090281","0.00537109","-0.00238037","-0.0775757","0.0893555","0.0893555","-0.877808","0.990234","1"
"2459","0.076188","0.00604248","-0.000610352","-0.0953979","0.130981","0.185974","-0.858398","0.990234","1"
"2460","0.08874","0.00537109","0.00341797","-0.111267","0.142761","0.132874","-0.918274","0.990234","1"
"2461","0.076273","0.00360107","0.00134277","-0.105469","0.0629272","0.0914917","-0.88678","0.990234","1"
"2462","0.073775","0.00354004","0.00177002","-0.0985718","0.0125122","0.0977173","-0.901367","0.990234","1"
"2463","0.082204","0.00512695","0.000732422","-0.0921631","0.0151367","0.0996704","-0.91925","0.990234","1"
"2464","0.105295","0.00128174","-0.000366211","-0.0847168","-0.00836182","0.0583496","-0.970337","0.990234","1"
"2465","0.082491","-0.000732422","0.000549316","-0.0819092","-0.0231934","0.0505981","-1.00616","0.990234","1"
"2466","0.082512","0.000427246","0.000732422","-0.0784912","-0.022583","0.0575562","-0.999634","0.990234","1"
"2467","0.08224","0","-0.00134277","-0.0737915","-0.0217285","0.0327148","-1.00903","0.990234","1"
"2468","0.076476","-0.00372314","0.00177002","-0.0725098","-0.0250854","0.0276489","-1.03998","0.990234","1"
"2469","0.096024","-0.00311279","0.00280762","-0.0732422","-0.00598145","-0.0174561","-1.04053","0.990234","1"
"2470","0.07523","-0.00274658","0.00170898","-0.0702515","0.0055542","-0.00262451","-1.06213","0.990234","1"
"2471","0.082395","-0.000305176","0.00335693","-0.0686035","0.0179443","0.00732422","-1.05743","0.990234","1"
"2472","0.100106","6.10352e-05","0.00476074","-0.0697632","0.0431519","-0.0258789","-1.0379","0.990234","1"
"2473","0.07131","0.000427246","0.00439453","-0.0707397","0.0471802","-0.0275269","-1.00891","0.990234","1"
"2474","0.104722","0.0032959","0.00512695","-0.0706787","0.0495605","-0.00146484","-1.00641","0","1"
"2475","0.113034","0.00256348","0.00616455","-0.0596924","0.00317383","-0.0435181","-0.971924","0","1"
"2476","0.076942","0.00158691","0.00463867","-0.0481567","-0.020752","-0.119202","-0.900757","0","1"
"2477","0.074005","0.000671387","0.00360107","-0.0343018","-0.0223389","-0.039917","-0.962952","0","1"
"2478","0.099087","-0.00109863","0.00012207","-0.0198975","-0.0635986","-0.0430908","-0.875549","0","1"
"2479","0.112138","-0.00256348","0","-0.00518799","-0.0148315","-0.041626","-0.878845","0","1"
"2480","0.074988","-0.000854492","-0.00384521","-0.00274658","-0.00604248","-0.0307007","-0.906738","0","1"
"2481","0.088804","-0.000793457","-0.00158691","-0.00311279","-0.0290527","0.0741577","-1.00952","0","1"
"2482","0.070052","0.00177002","-0.00170898","-0.00469971","-0.0718994","0.00689697","-0.962585","0","1"
"2483","0.078954","0.00408936","0.000915527","-0.00482178","-0.0283813","-0.0223999","-1.02002","0","1"
"2484","0.083761","0.00427246","-6.10352e-05","-0.00604248","-0.0308838","-0.0250244","-0.96521","0","1"
"2485","0.073508","0.00268555","0.00183105","-0.00799561","-0.0202026","-0.0910645","-0.871826","0","1"
"2486","0.112401","0.00396729","0.00195312","-0.00793457","-0.0142212","-0.173096","-0.848877","0.96875","1"
"2487","0.076318","-0.000610352","0.00402832","-0.024353","0.0504761","-0.0945435","-0.874268","0.958984","1"
"2488","0.075053","6.10352e-05","0.00274658","-0.0407104","0.0543213","-0.0587769","-0.947205","0.958984","1"
"2489","0.098954","0","0.00415039","-0.0568237","0.0184937","-0.0338745","-1.0177","0.958984","1"
"2490","0.08831","0.00115967","0.00512695","-0.0714722","0.0443726","0.0501099","-1.11267","0.958984","1"
"2491","0.082693","-0.000183105","0.00323486","-0.0891724","0.0714111","0.0859375","-1.10181","0.958984","1"
"2492","0.075997","0.000915527","0.00250244","-0.0878906","0.0480347","0.0472412","-1.08606","0.958984","1"
"2493","0.076522","0.000915527","0.00256348","-0.085083","0.0373535","0.0791016","-1.02319","0.958984","1"
"2494","0.087228","0.00183105","0.00140381","-0.085083","0.0422363","0.0690308","-1.00513","0.958984","1"
"2495","0.085458","0.00378418","0.000793457","-0.0891724","0.0323486","0.118286","-0.967896","0.958984","1"
"2496","0.08231","0.00201416","0.00109863","-0.0897827","0.0250244","0.0880127","-0.994507","0.958984","1"
"2497","0.079978","0.00183105","0.00012207","-0.0894775","0.0177002","0.0582886","-0.964844","0.958984","1"
"2498","0.074758","0.00268555","0.000244141","-0.0910645","0.0317383","0.0483398","-1.03247","0.958984","1"
"2499","0.090015","0.00280762","0.00109863","-0.0882568","0.0297852","0.0408936","-1.07318","0.958984","1"
"2500","0.096247","-0.0010376","0.00244141","-0.0845337","0.0215454","0.0142822","-1.06543","0.958984","1"
"2501","0.07626","0.000976562","0.00128174","-0.0789795","0.0223389","0.0462036","-1.04468","0.958984","1"
"2502","0.08885","-0.000366211","0.00408936","-0.074585","0.0444946","0.0368042","-1.04437","0.958984","1"
"2503","0.098654","-0.00256348","0.00500488","-0.0706177","0.0483398","0.034668","-0.989258","0","1"
"2504","0.103843","-0.00189209","0.00390625","-0.0576172","0.026062","0.03479","-0.948181","0","1"
"2505","0.08407","-0.00317383","0.00128174","-0.0410767","-0.0116577","0.0450439","-0.988647","0","1"
"2506","0.089834","-0.00390625","0.00439453","-0.0293579","0.010437","0.0658569","-0.993347","0","1"
"2507","0.099987","-0.00299072","0.00268555","-0.0171509","-0.0435791","0.0948486","-0.973083","0","1"
"2508","0.110224","-0.00317383","0.000549316","-0.00524902","-0.0698853","0.0925293","-1.05194","0.914062","1"
"2509","0.082056","-0.00787354","0.000793457","-0.0172729","0.00634766","0.0805664","-1.06976","0.935547","1"
"2510","0.082734","-0.0065918","0.00469971","-0.0322266","0.0838623","0.0862427","-1.10242","0","1"
"2511","0.099009","-0.0078125","-0.00213623","-0.0340576","0.0222778","0.0440063","-1.08716","0","1"
"2512","0.096019","-0.00830078","-0.00158691","-0.0343628","0.0873413","0.034668","-1.09076","0","1"
"2513","0.165205","-0.00726318","-0.00128174","-0.0343628","0.0831909","0.0349731","-1.09589","0.964844","1"
"2514","0.089761","-0.00402832","-0.00231934","-0.034729","0.0725098","-0.0220337","-1.08643","0.960938","1"
"2515","0.104","-0.00305176","-0.00213623","-0.0339966","0.0592041","-0.0159912","-1.01813","0.960938","1"
"2516","0.08227","-0.00305176","0.00421143","-0.0410767","0.119446","-0.0158691","-1.01678","0.960938","1"
"2517","0.120063","-0.00189209","0.00274658","-0.0537109","0.127014","0.00964355","-1.08423","0.960938","1"
"2518","0.098665","-0.000732422","0.00366211","-0.0681152","0.154907","0.0228271","-1.08124","0.962891","1"
"2519","0.0888","-0.00268555","0.00628662","-0.0691528","0.0949707","0.0601196","-1.05994","0.972656","1"
"2520","0.076254","-0.00299072","0.00500488","-0.0748291","0.0848999","0.0366821","-1.07269","0.978516","1"
"2521","0.082194","-0.00152588","0.00360107","-0.0859985","0.055542","0.0393066","-1.03339","0.978516","1"
"2522","0.075106","0.00012207","0.00592041","-0.0950928","0.0578613","0.0187988","-0.991699","0.978516","1"
"2523","0.092894","-0.000671387","0.00756836","-0.101624","0.0397949","0.0385742","-0.952026","0.978516","1"
"2524","0.108754","0.000976562","0.00720215","-0.108154","0.038269","0.0882568","-1.00867","0.978516","1"
"2525","0.077017","0.00201416","0.00665283","-0.110657","0.0372314","0.110168","-1.04132","0.978516","1"
"2526","0.072471","0.00231934","0.00738525","-0.108704","0.0421753","0.154419","-1.06934","0.978516","1"
"2527","0.070023","0.00219727","0.0065918","-0.106873","-0.0186768","0.173401","-1.09418","0.978516","1"
"2528","0.081224","0.00238037","0.0057373","-0.104553","-0.0220337","0.160706","-1.04852","0.978516","1"
"2529","0.105006","0.00189209","0.00537109","-0.0999756","-0.0296631","0.146851","-0.97937","0.978516","1"
"2530","0.091266","0.00280762","0.00683594","-0.0944214","-0.017395","0.140991","-0.957825","0.978516","1"
"2531","0.103746","0.00177002","0.00665283","-0.0886841","-0.00628662","0.118286","-0.990173","0.978516","1"
"2532","0.092809","0.00213623","0.00592041","-0.0824585","0.03302","0.103516","-1.02167","0.976562","1"
"2533","0.079989","0.00238037","0.00500488","-0.0787964","0.0350342","0.0667725","-1.05035","0.976562","1"
"2534","0.074798","0.00402832","0.00482178","-0.0755615","0.0374756","0.0515747","-1.05219","0.976562","1"
"2535","0.075021","0.00323486","0.0045166","-0.0744629","0.0116577","0.0394287","-1.04755","0.582031","1"
"2536","0.09896","0.00415039","0.00292969","-0.0704346","-0.00939941","0.0256958","-1.0163","0","1"
"2537","0.080934","0.00170898","0.00213623","-0.0565186","-0.0807495","-0.0335083","-0.914062","0","1"
"2538","0.077906","0.000549316","0.00292969","-0.0422974","-0.103088","-0.0067749","-0.821472","-0.0898438","1"
"2539","0.093612","-0.000488281","0.0012207","-0.026062","-0.102417","-0.062561","-0.83313","-0.998047","1"
"2540","0.076245","0.0012207","-0.0010376","0.00488281","-0.0452271","-0.0875854","-0.823242","-0.992188","1"
"2541","0.082753","-0.00146484","-0.00402832","0.0308228","-0.0507202","-0.132935","-0.81366","-0.990234","1"
"2542","0.074764","0","-0.00323486","0.0432129","0.034668","-0.0690918","-0.851318","-0.990234","1"
"2543","0.097503","0.00189209","-0.00445557","0.0587158","0.0626221","-0.129211","-0.936096","-0.992188","1"
"2544","0.105113","0.00140381","-0.0020752","0.0704346","0.0918579","-0.0863647","-0.970642","-0.992188","1"
"2545","0.076103","-0.000732422","-0.00170898","0.0697021","0.0558472","-0.127197","-0.988281","-0.994141","1"
"2546","0.075002","-0.00012207","0.00012207","0.0697021","0.0637207","-0.0827026","-1.05334","-0.994141","1"
"2547","0.091244","-0.000610352","-0.00177002","0.0748291","0.0535889","-0.0853882","-1.01794","-0.994141","1"
"2548","0.079796","-0.00238037","-0.00244141","0.0800781","0.0587158","-0.0918579","-1.02704","-0.994141","1"
"2549","0.103989","-0.00158691","-0.00579834","0.085144","0.0198364","-0.151611","-0.939819","-0.996094","1"
"2550","0.077205","-0.00164795","-0.00915527","0.0901489","-0.020752","-0.16864","-0.919495","-0.996094","1"
"2551","0.075013","-0.00146484","-0.00921631","0.0932007","0","-0.169556","-0.885864","-0.996094","1"
"2552","0.079997","-0.00183105","-0.00952148","0.0973511","-0.0355835","-0.211853","-0.890991","-0.998047","1"
"2553","0.077502","-0.00231934","-0.00860596","0.098938","-0.0639648","-0.199341","-0.91803","-0.998047","1"
"2554","0.072502","-0.00335693","-0.00708008","0.0982056","-0.0349121","-0.184998","-0.954285","-0.998047","1"
"2555","0.082512","-0.00494385","-0.00439453","0.0957642","0.0032959","-0.134094","-0.926697","-0.998047","1"
"2556","0.08527","-0.00372314","-0.00231934","0.0925293","0.00201416","-0.125488","-0.931702","-0.998047","1"
"2557","0.073862","-0.0022583","0.00012207","0.0864868","-0.0010376","-0.160461","-0.955933","-0.998047","1"
"2558","0.089885","-0.000427246","0.0010376","0.0786133","0.0496216","-0.124451","-0.926453","-0.998047","1"
"2559","0.105193","-0.000244141","0.000305176","0.0741577","0.0111084","-0.103638","-0.95575","-0.998047","0.968504"
"2560","0.07728","0.00262451","0.000793457","0.0701904","0.0102539","-0.0996094","-1.02155","-0.998047","0.874016"
"2561","0.08026","0.00115967","-0.000488281","0.0656738","-0.0240479","-0.0488281","-1.00928","-0.994141","0.748031"
"2562","0.09977","-0.000549316","-0.00158691","0.0586548","-0.0151978","0.0440063","-0.999756","-0.957031","0.622047"
"2563","0.080018","-0.0020752","-0.00268555","0.0507812","-0.0372314","0.00109863","-0.977356","0","0.496063"
"2564","0.097444","-0.0012207","-0.00280762","0.0357666","-0.0126953","0.0327759","-0.995056","0","0.370079"
"2565","0.097563","-0.00213623","-0.00140381","0.022644","-0.0266113","0.0449219","-0.969971","0","0.244094"
"2566","0.077454","-0.000671387","-0.000732422","0.0122681","0.0172119","-0.00823975","-0.963989","0","0.125984"
"2567","0.108777","-6.10352e-05","-0.000793457","0.00469971","0.0661011","-0.0291138","-0.998718","0","0.102362"
"2568","0.104961","0.000854492","-0.000305176","-0.000732422","0.0441284","0.000366211","-1.01953","0","0.0314961"
"2569","0.10002","0.000183105","0.000549316","0.000671387","0.052063","-0.00476074","-0.99707","0","0.0314961"
"2570","0.09624","-0.000244141","-0.000244141","0.000854492","0.0548706","-0.00878906","-0.989929","0","0.0314961"
"2571","0.076258","-0.00012207","0","0.000488281","0.0377197","0.00250244","-1.00104","0","0.0314961"
"2572","0.088764","0","0.00012207","-0.000183105","-6.10352e-05","0.00177002","-0.998962","0","0.0314961"
"2573","0.100038","0","0","0","0.0158691","0.00231934","-0.999695","0","0.0314961"
"2574","0.079992","0","0","-0.00012207","0.0098877","0.0012207","-0.997681","0","-0.0708661"
"2575","0.074001","6.10352e-05","0","-6.10352e-05","0.00744629","0.00305176","-0.99939","0","-0.19685"
"2576","0.10607","0","0","0","0.00750732","0.00268555","-0.998413","0","-0.322835"
"2577","0.073711","0.00012207","0","0","0.00720215","0.00286865","-0.998047","0","-0.448819"
"2578","0.11371","0.00012207","0.00012207","0.00012207","0.00823975","0.00158691","-0.998291","0","-0.574803"
"2579","0.075246","-0.000183105","-0.00323486","0.0012207","0.0968628","-0.0124512","-1.06866","0","-0.700787"
"2580","0.100106","-0.000366211","-0.00317383","0.00158691","0.123474","-0.0057373","-1.05042","0","-0.826772"
"2581","0.07849","-0.000427246","-0.00311279","0.00177002","0.130737","-0.031189","-1.06427","0","-0.952756"
"2582","0.08363","0.000732422","-0.00274658","0.00262451","0.15448","-0.0220337","-1.11011","0","-1"
"2583","0.074767","-0.000976562","-0.00354004","0.0043335","0.125183","0.0119019","-1.14545","0","-1"
"2584","0.119007","0.0012207","0.00128174","0.00299072","0.0346069","0.00219727","-1.1366","0","-1"
"2585","0.104757","0.000976562","0.00274658","0.00457764","0.0270386","-0.00396729","-1.26404","0","-1"
"2586","0.123748","0.0010376","0.000976562","0.00579834","0.0233154","0.0761719","-1.34082","0","-1"
"2587","0.072733","0.000488281","0.00109863","0.00646973","0.0311279","0.0506592","-1.33032","0","-1"
"2588","0.076366","0.000366211","0.00231934","0.00775146","0.10022","0.0559692","-1.28284","0","-1"
"2589","0.073633","-0.00189209","0.00219727","0.0098877","0.0977783","0.0753784","-1.25092","0","-1"
"2590","0.088761","-0.00140381","0","0.00915527","0.112793","0.0742798","-1.1958","0","-1"
"2591","0.096038","-0.0055542","0.000427246","0.00671387","0.157532","0.053833","-1.16449","0","-1"
"2592","0.107643","-0.00628662","-0.00158691","0.0078125","0.124451","0.0610962","-1.11298","0","-1"
"2593","0.081355","-0.00372314","-0.00128174","0.00720215","0.0598145","-0.02771","-1.0307","0","-1"
"2594","0.101318","-0.0020752","-0.00164795","0.00720215","0.046875","-0.0215454","-1.01776","0","-0.874016"
"2595","0.079859","-0.00341797","-0.00109863","0.00518799","-0.00848389","-0.0422363","-0.905212","0","-0.748031"
"2596","0.073806","0.000427246","-0.00311279","0.00585938","-0.100708","-0.0773926","-0.806519","0","-0.622047"
"2597","0.07528","-0.00128174","0.00128174","0.000671387","-0.112061","-0.0949707","-0.855164","0","-0.496063"
"2598","0.075996","-0.00109863","0.00128174","-0.000854492","-0.105042","-0.14502","-0.822876","0","-0.370079"
"2599","0.077715","-0.00378418","-0.000671387","-0.00195312","-0.0913696","-0.0955811","-0.793945","0","-0.244094"
"2600","0.082057","-0.00292969","-0.000427246","-0.000915527","-0.103882","-0.0374756","-0.855835","0","-0.244094"
"2601","0.116543","-0.00280762","0.00231934","-0.000793457","-0.0824585","-0.0371704","-0.888184","0","-0.11811"
"2602","0.091154","-0.00109863","-0.000488281","0.00244141","-0.102173","-0.0219727","-0.855042","0","-0.0472441"
"2603","0.074848","-0.00170898","-0.00158691","0.00115967","-0.0852051","0.069458","-0.983459","0","-0.0472441"
"2604","0.097648","-0.000305176","-0.000549316","0.000427246","-0.0846558","0.0202026","-0.994812","0","-0.0472441"
"2605","0.103508","0","-0.000488281","0.000244141","-0.0527954","-0.0168457","-0.990173","0","-0.0472441"
"2606","0.082567","0.00012207","-0.000183105","0.000366211","-0.0322266","-0.0170288","-0.997437","0","0"
"2607","0.083949","6.10352e-05","-0.000244141","-0.000305176","-0.0010376","-0.00683594","-0.998718","0","0.125984"
"2608","0.097467","0","6.10352e-05","0.000183105","-0.00256348","0.00238037","-0.998108","0","0.251969"
"2609","0.0926","0","0.00012207","0.000671387","-0.0101929","0.000915527","-0.995544","0","0.377953"
"2610","0.079029","0","-6.10352e-05","0.000671387","-0.0125732","-0.000671387","-0.997742","0","0.503937"
"2611","0.090945","-0.000366211","0.000366211","-0.00238037","-0.0862427","-0.00708008","-0.994324","0","0.629921"
"2612","0.075206","-0.00012207","0.000671387","-0.00213623","-0.118225","-0.0022583","-0.996033","0","0.732283"
"2613","0.076024","-0.00012207","0.000976562","-0.00134277","-0.138489","0.012146","-1.01184","0","0.732283"
"2614","0.096218","-0.000549316","0.000976562","-0.00134277","-0.132629","0.0258789","-1.02484","0","0.732283"
"2615","0.07475","-0.000976562","0.00134277","-0.00115967","-0.151794","-0.00665283","-1.04224","0","0.732283"
"2616","0.111738","-0.000244141","0.00195312","0.000732422","-0.0630493","-0.062439","-1.07983","0","0.732283"
"2617","0.098742","-0.00128174","0.0020752","-0.000976562","-0.0308838","-0.110718","-1.06677","0","0.732283"
"2618","0.076898","-0.00262451","0.000549316","-0.000671387","-0.0343628","-0.20874","-1.05725","0","0.732283"
"2619","0.078795","-0.00128174","0.00115967","-0.0022583","-0.0195312","-0.173889","-1.03687","0","0.732283"
"2620","0.084099","-0.00109863","-0.000183105","-0.00299072","0.00982666","-0.127319","-1.03204","0","0.732283"
"2621","0.080267","0.000610352","-0.00183105","-0.00231934","0.0212402","-0.0542603","-0.984558","0","0.629921"
"2622","0.109957","0.0022583","-0.00195312","-0.0022583","0.0473022","-0.0214844","-1.02161","0","0.503937"
"2623","0.109983","0.00378418","6.10352e-05","-0.00292969","0.0952759","0.102356","-1.00873","0","0.377953"
"2624","0.083575","0.00317383","-0.00250244","-0.00164795","0.0932617","0.0603027","-1.06342","0","0.275591"
"2625","0.088696","0.00256348","-0.00177002","-6.10352e-05","0.124634","0.0604858","-1.03156","0","0.228346"
"2626","0.077662","-0.00012207","-0.000549316","0","0.118896","0.0422363","-1.03479","0","0.188976"
"2627","0.102321","-0.00109863","-0.00152588","0.00152588","0.135864","0.0481567","-1.00775","0","0.165354"
"2628","0.091273","-0.00134277","-0.0020752","0.00134277","0.102417","0.00628662","-1.01691","0","0.141732"
"2629","0.074998","-0.00158691","-0.000366211","0.00109863","0.0996094","0.0010376","-0.973755","0","0.141732"
"2630","0.079998","-0.000610352","0","6.10352e-05","0.0583496","-0.0114746","-0.989685","0","0.141732"
"2631","0.106492","-6.10352e-05","-0.000549316","0.000488281","0.0387573","-0.00567627","-0.99884","0","0.141732"
"2632","0.082314","6.10352e-05","0.00012207","0.000305176","-0.00317383","-0.00183105","-1.00189","0","0.141732"
"2633","0.089939","6.10352e-05","-6.10352e-05","0","0.00726318","-0.000854492","-0.998596","0","0.141732"
"2634","0.081307","0","6.10352e-05","0","0.00177002","-0.00189209","-0.997009","0","0.141732"
"2635","0.083681","-6.10352e-05","0.00012207","-0.00012207","0.0055542","-0.0045166","-1","0","0.141732"
"2636","0.097774","-6.10352e-05","6.10352e-05","-6.10352e-05","0.00610352","-0.00531006","-1.00055","0","0.141732"
"2637","0.082229","0","0.00012207","-6.10352e-05","0.00592041","-0.00579834","-0.99707","0","0.141732"
"2638","0.092317","0","0.00012207","0","0.0065918","-0.00915527","-0.997742","0","0.141732"
"2639","0.072746","-6.10352e-05","6.10352e-05","6.10352e-05","0.00708008","-0.0105591","-0.998352","0","0.141732"
"2640","0.074952","0","6.10352e-05","0.00012207","0.00683594","-0.0103149","-0.995117","0","0.141732"
"2641","0.074974","-6.10352e-05","6.10352e-05","0.00012207","0.00634766","-0.00952148","-0.995728","0","0.141732"
"2642","0.075049","0","6.10352e-05","6.10352e-05","0.0065918","-0.00671387","-0.997803","0","0.141732"
"2643","0.097548","6.10352e-05","6.10352e-05","0","0.00622559","-0.00567627","-0.996643","0","0.141732"
"2644","0.073662","6.10352e-05","0.00012207","-6.10352e-05","0.00634766","-0.00640869","-0.996216","0","0.141732"
"2645","0.091528","0","6.10352e-05","0","0.00671387","-0.00518799","-0.998779","0","0.141732"
"2646","0.097285","6.10352e-05","0.00012207","0","0.00726318","-0.00494385","-0.996704","0","0.141732"
"2647","0.085004","-6.10352e-05","0.00012207","0","0.00561523","-0.00463867","-0.994446","0","0.188976"
"2648","0.081212","-0.00012207","6.10352e-05","-0.00012207","0.00543213","-0.00238037","-0.995361","0","0.314961"
"2649","0.081036","-0.00012207","0","-0.000610352","-0.003479","-0.00323486","-0.994751","0","0.401575"
"2650","0.075236","-0.000183105","0.00012207","-0.000549316","-0.0114746","-0.00213623","-0.993591","0","0.401575"
"2651","0.077468","-0.000183105","0.000183105","-0.000549316","-0.0106812","-0.000549316","-0.997131","0","0.401575"
"2652","0.102804","-6.10352e-05","0.000244141","-0.000549316","-0.00811768","-0.00469971","-0.998108","0","0.401575"
"2653","0.073521","-6.10352e-05","0.000183105","-0.000427246","-0.00976562","-0.00640869","-0.997986","0","0.401575"
"2654","0.120047","-6.10352e-05","0.000183105","0.00012207","-0.00152588","-0.00482178","-1.00024","0","0.401575"
"2655","0.098667","-6.10352e-05","0.00012207","6.10352e-05","0.00671387","-0.00701904","-1.00031","0","0.401575"
"2656","0.091213","-6.10352e-05","0","0","0.00457764","-0.00836182","-1.00024","0","0.401575"
"2657","0.095043","-6.10352e-05","-0.00012207","6.10352e-05","0.00250244","-0.00701904","-1.00134","0","0.401575"
"2658","0.082292","0","-0.00012207","0","0.00396729","-0.00842285","-1.00403","0","0.401575"
"2659","0.071417","0","-6.10352e-05","0","0.00396729","-0.00634766","-1.00226","0","0.401575"
"2660","0.105101","0","0","0","0.00286865","-0.00500488","-1.00085","0","0.401575"
"2661","0.102333","0","-6.10352e-05","-0.00012207","0.0043335","-0.00543213","-0.997498","0","0.401575"
"2662","0.112592","0","0","-0.000183105","0.0045166","-0.00543213","-0.997986","0","0.401575"
"2663","0.0748","0","6.10352e-05","-0.00012207","0.00531006","-0.00500488","-0.996155","0","0.401575"
"2664","0.075199","0","0","-6.10352e-05","0.00512695","-0.00738525","-0.99646","0","0.401575"
"2665","0.085","0","0","0","0.0055542","-0.00817871","-0.997742","0","0.401575"
"2666","0.117756","6.10352e-05","0","0","0.00567627","-0.00787354","-1.00049","0","0.401575"
"2667","0.067256","0","0","6.10352e-05","0.00512695","-0.00720215","-1.00116","0","0.480315"
"2668","0.07498","-6.10352e-05","0","0","0.00476074","-0.00640869","-1.00073","0","0.606299"
"2669","0.090013","0","0.00152588","0.000488281","-0.0662842","-0.0090332","-0.970825","0","0.732283"
"2670","0.069986","0.000427246","0.0012207","6.10352e-05","-0.106506","-0.00488281","-0.973572","0","0.858268"
"2671","0.110012","0.0012207","0.00134277","-0.0010376","-0.136597","-0.050354","-0.943176","0","0.984252"
"2672","0.073731","0.00128174","0.00256348","-0.000976562","-0.176636","-0.048584","-0.924683","0","1"
"2673","0.105305","0.00335693","0.00299072","-0.00378418","-0.170471","-0.0233154","-0.879089","0","1"
"2674","0.105976","0.00427246","-0.000427246","-0.00506592","-0.0922852","0.0637817","-0.940552","0","1"
"2675","0.07479","0.00158691","0.00177002","-0.00537109","-0.0567627","0.0576782","-0.920959","0","1"
"2676","0.070257","-0.000976562","0.00115967","-0.00488281","-0.0349731","0.0455933","-0.970947","-0.0917969","1"
