"sequence_number","delta","gyro_x","gyro_y","gyro_z","accel_x","accel_y","accel_z","control_x","control_speed"
"4764","0.082234","-0.000854492","0.000549316","0.0101318","-0.136475","0.0160522","-0.993469","0","1"
"4765","0.096353","-0.00140381","-0.000244141","-0.00830078","-0.0717773","-0.00549316","-1.00085","0","1"
"4766","0.112659","-0.00195312","-0.000610352","-0.0109253","0.0108032","0.00134277","-0.982056","0","1"
"4767","0.08386","-0.000732422","-0.00299072","-0.0112305","-0.0180664","0.115112","-1.02008","0","1"
"4768","0.098422","0.000549316","-0.00335693","-0.0117188","-0.0200195","0.141724","-1.01489","0","1"
"4769","0.081231","-0.000610352","-0.00518799","-0.0127563","0.0272827","0.151611","-1.11151","0","1"
"4770","0.097661","0.000610352","-0.00592041","-0.0123291","-0.00927734","0.217102","-1.05878","0","1"
"4771","0.104986","-0.000183105","-0.00689697","-0.0129395","-0.0188599","0.18457","-1.09869","0","1"
"4772","0.083352","-0.00390625","-0.00524902","-0.0120239","-0.0604858","0.0877075","-1.08142","0","1"
"4773","0.080543","-0.00482178","-0.00268555","-0.0113525","-0.0800781","0.0438232","-1.1156","0","1"
"4774","0.09095","-0.00463867","-0.00170898","-0.0109863","-0.148804","0.0490723","-1.01532","0","1"
"4775","0.073828","-0.00958252","0.00134277","-0.0108643","-0.137573","-0.0118408","-1.01208","0","1"
"4776","0.070876","-0.0123291","0.000488281","-0.0105591","-0.133667","-0.00231934","-0.9953","0","1"
"4777","0.089068","-0.0110474","0.00158691","-0.0118408","-0.052002","0.0621338","-1.07617","0","1"
"4778","0.07373","-0.00958252","0.00152588","-0.0127563","0.00128174","0.0811157","-1.15765","0.0234375","1"
"4779","0.105044","-0.00628662","-0.00170898","-0.0137939","0.026062","0.0600586","-1.14996","0.710938","1"
"4780","0.076468","-0.000793457","0.000671387","-0.022583","0.0924072","0.149109","-1.16309","0.914062","1"
"4781","0.104538","0.00213623","0.00311279","-0.0369873","0.147034","0.164673","-1.11792","0.955078","1"
"4782","0.106138","0.000976562","0.00384521","-0.0533447","0.158752","0.130615","-1.0636","0.955078","1"
"4783","0.074068","0.000366211","0.00354004","-0.0693359","0.133423","0.215271","-1.01752","0.955078","1"
"4784","0.096254","0.00109863","0.00866699","-0.0875244","0.154114","0.224487","-1.03961","0.955078","1"
"4785","0.074976","0.000183105","0.00390625","-0.0975342","0.0880127","0.171753","-1.11078","0.955078","1"
"4786","0.070054","0.000305176","0.00292969","-0.100952","0.0166626","0.148376","-1.10083","0.955078","1"
"4787","0.101296","0.0045166","0","-0.0999146","-0.0010376","0.134521","-1.08197","0.955078","1"
"4788","0.083768","0.0022583","0.000244141","-0.0992432","0.0113525","0.0975952","-1.08545","0.955078","1"
"4789","0.074964","-0.000793457","-0.000366211","-0.0962524","-0.00714111","0.0745239","-1.05951","0.955078","1"
"4790","0.091249","0.000244141","-0.000488281","-0.09021","0.000549316","0.0482788","-1.00507","0.955078","1"
"4791","0.074942","-0.000671387","-0.000305176","-0.085083","-0.00244141","0.0361328","-1.02283","0.955078","1"
"4792","0.080077","-0.00469971","6.10352e-05","-0.0828247","-0.0265503","0.0698242","-1.00085","0.955078","1"
"4793","0.078806","-0.00390625","0.000671387","-0.081604","-0.0385742","0.0655518","-0.977661","0.955078","1"
"4794","0.125034","-0.00378418","0.00109863","-0.0789185","-0.0131226","0.0747681","-1.02515","0.955078","1"
"4795","0.09203","-0.00500488","0.0010376","-0.0787964","0.00463867","0.0682983","-1.00708","0.955078","1"
"4796","0.072853","-0.00506592","0.00341797","-0.0778198","0.0473022","0.0805054","-1.04053","0.955078","1"
"4797","0.107725","-0.00384521","0.0067749","-0.0748291","0.0563965","0.0474854","-1.03271","0.955078","1"
"4798","0.079772","-0.00177002","0.00531006","-0.0718384","0.0604858","0.0687866","-1.03003","0.953125","1"
"4799","0.090233","-0.00109863","0.00317383","-0.0704346","0.0529785","0.0534668","-1.03613","0.433594","1"
"4800","0.083502","-0.00158691","0.00689697","-0.0617065","0.00848389","0.0744019","-1.03516","0.28125","1"
"4801","0.098448","0.00140381","0.00408936","-0.0522461","-0.0234985","0.120056","-1.04315","0.271484","1"
"4802","0.112469","0.00146484","0.00164795","-0.0449829","-0.022583","-0.00299072","-1.0755","0.269531","1"
"4803","0.081335","-0.000732422","0.00469971","-0.0365601","-0.0633545","-0.0354004","-1.09515","0.269531","1"
"4804","0.0815","6.10352e-05","0.00622559","-0.0264893","-0.0849609","-0.0596313","-1.0451","0.269531","1"
"4805","0.075092","0.000244141","0.000183105","-0.0264282","-0.0455933","-0.0820312","-1.09052","0.269531","1"
"4806","0.083892","-0.00268555","0.00250244","-0.027771","-0.0721436","-0.157166","-1.13477","0.269531","1"
"4807","0.103804","-0.00262451","0.00109863","-0.0269165","-0.0412598","-0.0293579","-1.0553","0.269531","1"
"4808","0.082338","-0.00213623","-0.0022583","-0.0285034","0.0231323","0.022522","-1.04498","0.269531","1"
"4809","0.106195","-0.00280762","-0.00317383","-0.0304565","0.0189819","-0.0178833","-1.0238","0.269531","1"
"4810","0.103781","-0.00115967","-0.00146484","-0.0315552","0.0223389","-0.0557861","-0.971619","0.269531","1"
"4811","0.076079","-0.000671387","-0.00421143","-0.0311279","0.0414429","-0.0289307","-0.906555","0.269531","1"
"4812","0.072709","-0.000366211","-0.000976562","-0.0348511","0.0303345","-0.0333862","-0.959961","0.269531","1"
"4813","0.071146","-0.00140381","-0.00152588","-0.0366211","0.0186768","-0.050354","-0.921936","0.269531","1"
"4814","0.081012","-0.000366211","-0.000488281","-0.0397339","0.0269775","0.0618286","-0.962097","0.269531","1"
"4815","0.081451","-0.0020752","0.00158691","-0.0408936","0.0322266","0.119507","-0.981201","0.269531","1"
"4816","0.075078","0.000305176","0.00115967","-0.0447388","0.00646973","0.163818","-0.957458","0.269531","1"
"4817","0.082512","0.000427246","-0.000671387","-0.0459595","-0.0269165","0.194275","-1.0058","0.269531","1"
"4818","0.112663","0.00170898","0.00134277","-0.0458374","-0.0512085","0.229492","-1.03174","0.269531","1"
"4819","0.067226","0.00335693","0.00201416","-0.0464478","-0.0761719","0.141479","-1.00116","0.269531","1"
"4820","0.077502","0.00317383","0.000854492","-0.0475464","-0.0968628","0.0718384","-0.995972","0.269531","1"
"4821","0.093596","0.00311279","0.00494385","-0.0482788","-0.0269165","-0.0335083","-1.04694","0.269531","1"
"4822","0.08293","0.00567627","0.00567627","-0.0484009","-0.0317993","-0.0167236","-1.02222","0.269531","1"
"4823","0.076106","0.00683594","0.00201416","-0.0490723","-0.0175171","-0.131714","-1.05237","0.269531","1"
"4824","0.084973","0.00994873","0.00469971","-0.046936","0.02771","-0.0414429","-1.03162","0.269531","1"
"4825","0.108908","0.00958252","0.00506592","-0.0454712","0.0170288","0.0142822","-1.00629","0.269531","1"
"4826","0.077047","0.00598145","0.00177002","-0.0455933","-0.0205688","0.0994263","-0.967712","0.269531","1"
"4827","0.081704","0.00213623","0.00292969","-0.0432129","0.017395","0.060791","-0.903564","0.269531","1"
"4828","0.082232","-0.00195312","0.00421143","-0.0422363","0.0183105","0.0288696","-0.810608","0.269531","1"
"4829","0.074741","-0.00640869","0.00177002","-0.0410156","-0.0123291","-0.0055542","-0.843018","0.269531","1"
"4830","0.090083","-0.00793457","0.000427246","-0.0393677","-0.0232544","-0.0217285","-0.861389","0.269531","1"
"4831","0.075311","-0.00646973","0","-0.0360718","-0.036438","-0.0109863","-0.795105","0.269531","1"
"4832","0.097383","-0.0057373","-0.00152588","-0.0354614","-0.0473022","0.0193481","-0.884155","0.546875","1"
"4833","0.097527","-0.0022583","-0.00195312","-0.0396729","-0.0133667","0.163391","-1.0293","0.601562","1"
"4834","0.074967","-0.00653076","-0.00177002","-0.0488281","0.00769043","0.188904","-1.08966","0.609375","1"
"4835","0.088544","-0.00445557","-0.000427246","-0.0557861","0.069397","0.293274","-1.05267","0.609375","1"
"4836","0.071474","-0.00384521","0.000305176","-0.0615845","0.0651245","0.191162","-1.10352","0.609375","1"
"4837","0.080088","-0.00250244","0.00201416","-0.0665283","0.0714722","0.100037","-1.07196","0.609375","1"
"4838","0.082689","-0.000366211","0.00244141","-0.0645752","0.0397949","0.0490723","-0.973572","0.609375","1"
"4839","0.106238","0.00250244","0.00146484","-0.0585938","0.0337524","-0.0192871","-0.898926","0.609375","1"
"4840","0.109566","0.00482178","0.00378418","-0.0562134","-0.00183105","-0.0994873","-0.988892","0.609375","1"
"4841","0.076419","0.00384521","0.00262451","-0.0533447","0.000244141","-0.072876","-0.906128","0.609375","1"
"4842","0.075078","0.00128174","0.00317383","-0.0545044","0.0162354","-0.0151367","-0.878113","0.609375","1"
"4843","0.082683","0.000610352","0.00561523","-0.0553589","0.0234375","-0.00787354","-0.87439","0.609375","1"
"4844","0.084982","0.00115967","0.00469971","-0.0557861","-0.00360107","0.0945435","-0.923767","0.609375","1"
"4845","0.079787","-0.00152588","0.00421143","-0.0552979","-0.0338135","0.0112915","-0.872375","0.609375","1"
"4846","0.091028","-0.000793457","0.00671387","-0.0552979","-0.00390625","0.0579834","-0.963806","0.609375","1"
"4847","0.091332","0.000183105","0.00653076","-0.0512695","-0.020874","0.0230713","-0.959351","0.609375","1"
"4848","0.07267","-0.00164795","0.00769043","-0.0498047","-0.0487671","-0.0147095","-1.01813","0.609375","1"
"4849","0.074903","-0.00317383","0.0103149","-0.0477905","-0.013916","-0.00170898","-0.999207","0.609375","1"
"4850","0.104885","-0.00250244","0.0090332","-0.0480957","0.0219116","0.0682373","-1.01257","0.609375","1"
"4851","0.075148","-0.000488281","0.0078125","-0.0473633","0.0185547","0.104004","-0.990051","0.609375","1"
"4852","0.097285","0.00146484","0.00720215","-0.0480347","0.00341797","0.114014","-0.993225","0.609375","1"
"4853","0.085377","0.00292969","0.00683594","-0.0531006","0.00500488","0.166077","-0.960999","0.609375","1"
"4854","0.103857","0.00408936","0.00592041","-0.0616455","-0.00939941","0.147705","-0.973572","0.609375","1"
"4855","0.103739","-0.000610352","0.00463867","-0.062561","-0.0136108","0.162354","-1.01282","0.609375","1"
"4856","0.074819","-0.00280762","0.00201416","-0.065979","-0.0256958","0.105896","-1.01355","0.609375","1"
"4857","0.075204","-0.00494385","-0.00012207","-0.0664062","-0.0147705","0.135986","-0.996643","0.609375","1"
"4858","0.096303","-0.00775146","-0.00408936","-0.0596313","-0.0148315","0.0900879","-0.980042","0.609375","1"
"4859","0.091031","-0.00817871","-0.00653076","-0.0566406","-0.0150146","0.00579834","-0.979309","0.609375","1"
"4860","0.076206","-0.0055542","-0.0057373","-0.0571899","-0.012085","0.0802002","-0.96228","0","1"
"4861","0.083471","-0.0067749","-0.00128174","-0.0461426","-0.0358276","0.0650024","-1.026","0","1"
"4862","0.112995","-0.00799561","0.0010376","-0.0395508","-0.0650024","0.0205688","-1.11572","0","1"
"4863","0.067256","-0.0067749","0.00469971","-0.0362549","-0.0447998","0.0144653","-1.07343","0","1"
"4864","0.080047","-0.00268555","0.00994873","-0.0252075","-0.020752","-0.0159912","-1.19751","0","1"
"4865","0.08246","0.000183105","0.00921631","-0.0151367","-0.0713501","-0.11792","-1.13654","0","1"
"4866","0.075082","0.0010376","0.00531006","-0.0161743","-0.0429688","-0.100159","-1.0675","0","1"
"4867","0.074946","0.00366211","0.003479","-0.0167236","-0.00384521","-0.0825806","-0.988525","0","1"
"4868","0.082212","0.00360107","0.00317383","-0.0154419","0.0218506","-0.0168457","-0.997925","0","1"
"4869","0.105017","0.00134277","-0.00109863","-0.0172119","0.0166626","0.0511475","-0.885132","0","1"
"4870","0.09797","0.00115967","-0.000244141","-0.0177612","0.0840454","0.0682373","-0.906616","0","1"
"4871","0.077322","0.00292969","0.00408936","-0.0203857","0.104309","0.0859375","-0.968079","0","1"
"4872","0.079701","0.00219727","0.00396729","-0.0188599","0.142151","0.083313","-1.00183","0","1"
"4873","0.075302","0.00415039","0.0022583","-0.0189819","0.119202","0.0287476","-1.10712","0","1"
"4874","0.089922","0.00390625","0.0045166","-0.0193481","0.108093","-0.0269165","-1.14337","0","1"
"4875","0.077494","0.00396729","0.0057373","-0.0197754","0.0979004","-0.0577393","-1.09375","0","1"
"4876","0.108832","0.0045166","0.00152588","-0.0172119","0.108704","-0.00817871","-1.10303","0","1"
"4877","0.113746","0.0045166","0.00299072","-0.0184937","0.0939331","-0.0384521","-1.06995","0","1"
"4878","0.089882","0.00341797","0.0022583","-0.0209961","0.0951538","-0.043335","-0.985352","0","1"
"4879","0.079979","0.000915527","0.00256348","-0.0209961","0.104797","-0.0153198","-0.990906","0","1"
"4880","0.086353","-0.000549316","0.00158691","-0.022583","0.129944","0.122253","-1.11853","0","1"
"4881","0.07376","-0.00396729","0.00286865","-0.0231323","0.0916138","0.0599976","-1.09088","0","1"
"4882","0.09273","-0.00732422","-0.00164795","-0.0250244","0.0512085","0.0957031","-1.08667","0","1"
"4883","0.102151","-0.0057373","-0.00439453","-0.0241699","-0.00390625","0.0829468","-1.12335","0","1"
"4884","0.119148","-0.00372314","-0.00640869","-0.0234985","-0.00537109","0.117432","-1.08789","0","1"
"4885","0.090989","-0.00152588","-0.0078125","-0.0245972","-0.00231934","0.022644","-1.06482","0","1"
"4886","0.106267","-0.00140381","-0.00628662","-0.026062","-0.00878906","0.0924683","-1.03558","0.78125","1"
"4887","0.083726","0.00640869","0","-0.0374146","0.0135498","0.0930176","-1.1217","0.941406","1"
"4888","0.074947","0.00531006","0.00396729","-0.0534058","0.0786743","0.144043","-1.05725","0.939453","1"
"4889","0.080021","0.00402832","0.00463867","-0.0690308","0.108093","0.105042","-1.11243","0.939453","1"
"4890","0.097271","0.00531006","0.00567627","-0.0806885","0.0681152","0.141602","-1.10352","0.939453","1"
"4891","0.075457","0.00543213","0.00543213","-0.09021","0.0723267","0.0341797","-1.04706","0.939453","1"
"4892","0.104727","-0.000427246","0.00213623","-0.0865479","0.0591431","0.0200806","-0.972229","0.939453","1"
"4893","0.076607","-0.000671387","0.00164795","-0.0771484","0.036499","0.00695801","-1.01147","0.939453","1"
"4894","0.074918","-0.00140381","0.00354004","-0.071106","0.0134277","0.0571289","-0.955566","0.939453","1"
"4895","0.076058","-0.00592041","0.00524902","-0.0682983","-0.0162354","0.0213623","-0.932617","0.939453","1"
"4896","0.080944","-0.0045166","0.00445557","-0.0686646","-0.0012207","0.0182495","-0.959961","0.939453","1"
"4897","0.089034","-0.003479","0.00811768","-0.076416","-0.00177002","0.0512085","-1.05798","0.939453","1"
"4898","0.121072","-0.00360107","0.00750732","-0.0878296","0.041687","0.027771","-1.05548","0.939453","1"
"4899","0.139982","-0.00262451","0.00439453","-0.0984497","0.0197754","0.0112915","-1.03619","0.199219","1"
"4900","0.083843","0.000732422","0.00128174","-0.0921631","0.0419922","0.0591431","-1.07697","0","1"
"4901","0.075092","0.00268555","0.000366211","-0.0811768","0.00964355","0.0658569","-1.16748","0","1"
"4902","0.08852","0.00323486","-0.00146484","-0.0625","-0.00500488","0.0224609","-1.00452","0","1"
"4903","0.098728","0.00445557","-0.00323486","-0.0437622","-0.0673218","0.0380859","-0.999695","0","1"
"4904","0.07538","0.00579834","-0.00701904","-0.0218506","-0.101624","-0.046875","-0.988586","0","1"
"4905","0.105151","0.00610352","-0.00598145","-0.0174561","-0.119812","-0.0822754","-0.958069","0","1"
"4906","0.074537","0.00360107","-0.00378418","-0.0185547","-0.122986","-0.06427","-0.906128","0","1"
"4907","0.07497","0.00549316","-0.00213623","-0.0187988","-0.0814209","-0.0245972","-1.03094","0","1"
"4908","0.075036","0.00219727","0.000305176","-0.0194092","-0.0665894","-0.0335693","-0.941162","0","1"
"4909","0.077449","0.00152588","0.00610352","-0.0239258","0.00488281","0.113464","-0.919739","0","1"
"4910","0.072516","-0.00305176","0.00439453","-0.0245972","0.00830078","0.112305","-0.934814","0","1"
"4911","0.092686","-0.00634766","0.00158691","-0.0245972","0.0179443","0.130432","-0.926086","0","1"
"4912","0.075008","-0.00866699","-0.000976562","-0.0272827","-0.050354","0.176636","-0.884827","0","1"
"4913","0.101016","-0.00805664","0.000854492","-0.0280151","-0.0725098","0.231079","-0.949646","0","1"
"4914","0.101717","-0.00787354","0.000915527","-0.0258179","-0.109131","0.0426025","-0.996277","0","1"
"4915","0.082255","-0.00231934","0.00213623","-0.0249023","-0.0698853","0.0655518","-1.01855","0","1"
"4916","0.077286","-0.00201416","0.00610352","-0.024353","-0.00109863","0.136169","-1.01605","0","1"
"4917","0.101487","-0.00518799","0.00567627","-0.0220947","0.0133667","0.134705","-0.984192","0","1"
"4918","0.076235","-0.00592041","0.00537109","-0.0211182","0.0457153","0.0717163","-0.971802","0","1"
"4919","0.087278","-0.00457764","0.00396729","-0.0213013","0.0643921","0.170532","-1.02899","0","1"
"4920","0.112699","-0.00598145","0.00970459","-0.0236816","0.0368042","0.113831","-1.07281","0","1"
"4921","0.076258","6.10352e-05","0.00750732","-0.0249634","-0.0561523","0.00488281","-1.07849","0","1"
"4922","0.073762","0.0043335","0.00714111","-0.0264893","-0.0345459","-0.0134888","-1.02527","0","1"
"4923","0.075068","0.00311279","0.0065918","-0.027771","-0.057373","-0.0437622","-0.94873","0","1"
"4924","0.082498","0.00231934","0.00323486","-0.0270386","-0.0686035","0.0216064","-0.843262","0","1"
"4925","0.082441","0.00152588","0.000244141","-0.0233154","-0.101318","0.00872803","-0.791077","0.505859","1"
"4926","0.090036","-0.000488281","0.00286865","-0.0275269","-0.0305176","0.115479","-0.758728","0.703125","1"
"4927","0.103999","-0.000976562","0.00286865","-0.0358276","0.0197754","0.036499","-0.867859","0.740234","1"
"4928","0.092257","0.00177002","0.00402832","-0.0458984","0.0114746","0.0741577","-1.0141","0.740234","1"
"4929","0.081514","-0.000488281","0.00860596","-0.0565796","0.0231934","-0.0262451","-1.02844","0.740234","1"
"4930","0.082212","-0.00134277","0.00506592","-0.0679932","0.0895996","-0.0147095","-0.955383","0.740234","1"
"4931","0.088976","-0.00158691","0.0022583","-0.0721436","0.0426025","-0.0717773","-1.01361","0.740234","1"
"4932","0.083699","-0.00262451","0.00292969","-0.0728149","-0.0020752","0.000793457","-1.02289","0.740234","1"
"4933","0.074889","-0.00280762","0.0010376","-0.0701294","0.00860596","0.0356445","-0.976135","0.740234","1"
"4934","0.075109","-0.00256348","0.000793457","-0.0701904","0.000305176","0.0891724","-0.99884","0.740234","1"
"4935","0.074843","-0.000305176","0.00134277","-0.0686646","-0.0266724","0.12439","-1.04193","0.740234","1"
"4936","0.092485","-0.000305176","-0.00152588","-0.0655518","-0.0432739","0.101196","-1.04645","0.740234","1"
"4937","0.089762","0.000671387","-0.00274658","-0.0627441","-0.00939941","0.0945435","-0.983643","0.740234","1"
"4938","0.080224","0.000244141","-0.00372314","-0.0605469","0.0116577","0.0773315","-1.08258","0.740234","1"
"4939","0.074932","0.00219727","-0.00549316","-0.0582275","0.00244141","0.109192","-1.04767","0.740234","1"
"4940","0.075026","0","-0.00689697","-0.0595093","0.00189209","0.105774","-1.05322","0.740234","1"
"4941","0.08387","0.00262451","-0.0043335","-0.0609741","0.026062","0.0598145","-1.04968","0.740234","1"
"4942","0.081191","0.00299072","-0.00177002","-0.0622559","-0.00927734","0.0669556","-1.08325","0.740234","1"
"4943","0.097317","0.00354004","-0.000732422","-0.0631714","-0.00933838","0.0684204","-0.965881","0.740234","1"
"4944","0.097697","0.00219727","-0.00128174","-0.0623169","-0.03302","0.0165405","-0.94928","0.740234","1"
"4945","0.082554","0.00579834","0","-0.0596924","-0.0857544","0.0157471","-0.9328","0.740234","1"
"4946","0.08225","0.00421143","-0.00158691","-0.0564575","-0.0679932","0.078186","-0.897766","0.740234","1"
"4947","0.074963","0.00469971","-0.00323486","-0.0524902","-0.0806885","0.0146484","-0.871887","0.740234","1"
"4948","0.08179","0.00360107","-0.00012207","-0.0521851","-0.107117","-0.0198975","-0.9198","0.740234","1"
"4949","0.076304","0.00585938","0.000305176","-0.0512085","-0.0933838","-0.0135498","-0.916809","0.740234","1"
"4950","0.089901","0.00183105","0.00158691","-0.0527344","-0.0319214","0.0256348","-0.949158","0.740234","1"
"4951","0.08209","0.0010376","0.00469971","-0.0578003","-0.0413818","0.0315552","-0.954834","0.740234","1"
"4952","0.096274","0.00128174","0.00598145","-0.0634766","-0.03479","0.0540161","-0.958252","0.740234","1"
"4953","0.082464","0.00170898","0.00360107","-0.0696411","-0.0274048","0.0829468","-0.963501","0.740234","1"
"4954","0.076436","-0.000610352","0.00390625","-0.0762939","0.022583","0.117065","-1.04706","0.740234","1"
"4955","0.082282","0.00152588","0.00152588","-0.0819702","0.0458984","0.0847778","-0.954102","0","1"
"4956","0.074992","0.00134277","0.00268555","-0.0701294","0.0316772","0.130432","-1.0036","0","1"
"4957","0.097749","-0.00189209","0.00262451","-0.0581665","0.0106812","0.15332","-1.05695","0","1"
"4958","0.082721","0.000488281","-0.000549316","-0.0448608","-0.0169067","0.0737305","-0.949646","0","1"
"4959","0.09227","0.00494385","0.00183105","-0.0321045","-0.0055542","0.0960693","-0.887878","0","1"
"4960","0.080019","0.00335693","0.00665283","-0.0175171","-0.0422363","0.141541","-0.940063","0","1"
"4961","0.119997","0.00213623","0.000915527","-0.0186768","0.0187988","0.115417","-0.896301","0","1"
"4962","0.074983","0.00476074","0.00115967","-0.0206299","0.0369873","0.13092","-0.79425","0","1"
"4963","0.082656","0.000305176","0.00482178","-0.0217896","0.0974731","0.111694","-0.839539","0","1"
"4964","0.11462","-0.00390625","0.000366211","-0.020874","0.0525513","0.0567627","-0.875061","0","1"
"4965","0.087741","-0.00286865","-0.00323486","-0.0211182","0.0180664","0.0380859","-0.832153","0","1"
"4966","0.089971","-0.00189209","-0.0032959","-0.0212402","-0.0534668","-0.0467529","-0.844666","0","1"
"4967","0.082499","-0.0032959","-0.003479","-0.0211792","-0.0605469","-0.101807","-0.88092","0","1"
"4968","0.090241","0.00012207","-0.00378418","-0.0216064","-0.0441895","0.019104","-0.956055","-0.0859375","1"
"4969","0.089766","0","-0.00183105","-0.0198364","-0.0150146","0.0415649","-0.927795","-0.0976562","1"
"4970","0.077501","-0.0012207","-0.00244141","-0.0165405","-0.0110474","-0.0935059","-0.913879","-0.0996094","1"
"4971","0.086013","-0.00146484","0.000488281","-0.0147705","-0.0241089","-0.0444336","-0.897827","-0.0996094","1"
"4972","0.112977","6.10352e-05","0.0020752","-0.0125732","0.0487671","0.00366211","-0.962036","-0.0996094","1"
"4973","0.083527","-0.00177002","0.000305176","-0.00720215","-0.0726318","-0.0880127","-0.849243","-0.0996094","1"
"4974","0.082527","-0.000305176","-0.000671387","-0.00537109","-0.090271","-0.153503","-0.894714","-0.0996094","1"
"4975","0.084992","-0.00012207","0.00146484","-0.00610352","-0.0396118","-0.0928955","-0.926392","-0.0996094","1"
"4976","0.10498","-0.000671387","0.0032959","-0.00524902","-0.000305176","-0.138062","-0.978455","-0.0996094","1"
"4977","0.07999","-0.00128174","0.000549316","-0.00415039","-0.0446167","-0.148682","-0.928528","-0.0996094","1"
"4978","0.075015","-6.10352e-05","0.00250244","-0.00543213","0.00708008","-0.108459","-0.948242","-0.0996094","1"
"4979","0.070001","-0.000732422","0.00372314","-0.00622559","-0.0211182","-0.0597534","-0.993164","-0.0996094","1"
"4980","0.118908","-0.00128174","0.0032959","-0.00561523","-0.0306396","0.0205688","-1.06104","-0.0996094","1"
"4981","0.082619","-0.00244141","0.00231934","-0.00537109","0.00427246","0.103821","-0.981628","0","1"
"4982","0.089544","-0.00592041","0.00195312","-0.00750732","-0.0339966","0.0809937","-1.02197","0.949219","1"
"4983","0.081122","-0.00500488","0.000183105","-0.0275269","0.071228","0.0614014","-1.06903","0.955078","1"
"4984","0.090547","-0.00378418","-0.00256348","-0.0474243","0.0877686","0.0853882","-1.02954","0.960938","1"
"4985","0.085006","-0.00469971","-0.00189209","-0.067688","0.0975342","0.0858765","-1.0163","0.962891","1"
"4986","0.081133","-0.00219727","-0.00305176","-0.0858765","0.0751343","0.0332031","-1.09845","0.962891","1"
"4987","0.102168","-0.000854492","0.000854492","-0.100159","0.0960693","0.076355","-1.07471","0.962891","1"
"4988","0.083973","0.000976562","-0.00384521","-0.0906372","0.0216064","0.0894775","-1.08496","0.962891","1"
"4989","0.076477","-0.000671387","-0.0065918","-0.083252","0.0821533","0.139465","-1.10583","0.962891","1"
"4990","0.082224","-0.00415039","-0.00750732","-0.0795898","0.0701294","0.0895996","-1.13544","0.962891","1"
"4991","0.119036","-0.0203857","-0.0123291","-0.074585","-0.0164185","0.135376","-1.1792","0.962891","1"
"4992","0.089758","-0.015686","-0.0114746","-0.0712891","-0.0305176","0.194702","-1.10773","0.962891","1"
"4993","0.092511","-0.0300903","-0.0143433","-0.076355","-0.145569","0.453247","-1.21594","0.962891","1"
"4994","0.094759","-0.043335","-0.0120239","-0.0819092","-0.288635","0.355713","-1.25659","0.962891","1"
"4995","0.105266","-0.0296631","-0.0140381","-0.0786743","-0.231323","0.532532","-1.17352","0.962891","1"
"4996","0.076187","-0.0296021","-0.00714111","-0.0834961","-0.316467","0.681335","-0.920349","0.962891","1"
"4997","0.068793","-0.0200195","-0.0110474","-0.0795898","-0.23407","0.528992","-0.969482","0.962891","1"
"4998","0.080013","-0.0112915","-0.00628662","-0.0740967","-0.113098","0.303101","-0.967163","0.962891","1"
"4999","0.082457","-0.00927734","-0.00445557","-0.0695801","-0.107544","0.353149","-0.898926","0.962891","1"
"5000","0.111447","-0.0201416","-0.00170898","-0.0637817","-0.138","0.137817","-1.06824","0.962891","1"
"5001","0.075884","-0.00701904","-0.00714111","-0.0598755","-0.0532837","-0.0671387","-1.42352","0.962891","1"
"5002","0.085252","-0.0239868","-0.0147095","-0.0600586","-0.126587","-0.132568","-1.64197","0.962891","1"
"5003","0.072424","-0.0205078","-0.0139771","-0.0595093","-0.136353","-0.208496","-1.61963","0.962891","1"
"5004","0.082561","0.0010376","-0.00970459","-0.0584106","0.0380859","-0.157898","-1.53363","0.962891","1"
"5005","0.095963","-0.00250244","-0.00518799","-0.0733643","0.0524292","-0.101624","-1.38708","0.962891","1"
"5006","0.068714","-0.00598145","-0.00842285","-0.0799561","0.101257","-0.0473633","-1.32269","0.962891","1"
"5007","0.107509","-0.0045166","-0.00152588","-0.0915527","-0.0200806","0.285706","-1.32269","0.962891","1"
"5008","0.134283","-0.0055542","-0.00775146","-0.102783","-0.0328979","0.253113","-1.43439","0.962891","1"
"5009","0.07351","-0.0154419","-0.00769043","-0.111694","-0.152222","0.210205","-1.41541","0.962891","1"
"5010","0.074728","-0.00616455","-0.0135498","-0.104431","-0.234985","0.176208","-1.44946","0.0390625","1"
"5011","0.085272","0.00195312","-0.0119629","-0.0811157","-0.280396","0.10791","-1.30743","0","1"
"5012","0.095019","0.00384521","-0.00933838","-0.0585327","-0.153564","-0.0712891","-1.22052","0","1"
"5013","0.074749","0.0043335","-0.0010376","-0.0368042","-0.164062","-0.0136719","-1.01538","0","1"
"5014","0.106731","0.00396729","-0.00457764","-0.0150757","-0.130005","0.0102539","-1.16504","0","1"
"5015","0.136283","0.00305176","-0.00317383","-0.00299072","-0.106995","0.0118408","-1.1604","0","1"
"5016","0.072083","0.00366211","-0.00183105","-0.00726318","-0.0764771","-0.019104","-1.15063","0","1"
"5017","0.092641","0.00518799","-0.00415039","-0.0100708","-0.0898438","-0.0309448","-1.06653","0","1"
"5018","0.081374","0.00488281","-0.00439453","-0.0120239","-0.074585","0.00390625","-1.06964","0","1"
"5019","0.081143","0.00628662","-0.00482178","-0.0142822","-0.0786743","-0.0964966","-0.968506","0","1"
"5020","0.135023","0.00439453","-0.00866699","-0.0140991","-0.0783081","-0.0854492","-0.922974","0","1"
